2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
5.3,10.3,.512,0.9,2.9,.319,3.3,30,1.7,6.6,6.2,13.2,.470,3.8,5.0,.757,81,81,32.7,Paul Millsap,2.4,2.9,17.1,1.8,2.4,9.0,.505
5.4,9.7,.557,1.1,3.1,.344,3.2,29,1.5,5.5,6.5,12.8,.505,1.3,1.6,.798,82,82,32.1,Al Horford,1.8,2.0,15.2,0.8,1.3,7.3,.547
1.4,2.7,.502,2.0,5.0,.398,2.1,34,0.4,3.1,3.4,7.7,.435,0.6,0.7,.833,80,80,30.0,Kyle Korver,0.2,2.0,9.2,0.8,1.2,3.3,.563
4.1,9.0,.454,1.4,3.5,.400,5.9,27,0.3,2.3,5.5,12.5,.439,3.3,3.9,.837,79,78,28.5,Jeff Teague,0.4,2.1,15.7,1.2,2.8,2.7,.495
2.8,5.6,.502,1.5,4.1,.357,2.3,26,0.5,4.7,4.3,9.7,.441,1.6,2.0,.815,75,68,27.8,Kent Bazemore,0.4,2.3,11.6,1.3,1.8,5.1,.517
1.9,3.3,.589,0.6,1.7,.339,1.4,31,0.5,3.8,2.5,5.0,.505,0.8,1.3,.626,75,11,23.4,Thabo Sefolosha,0.7,1.5,6.4,1.1,0.9,4.5,.562
3.2,6.8,.465,1.0,3.0,.322,4.4,22,0.1,2.2,4.1,9.8,.421,1.8,2.3,.791,80,6,20.3,Dennis Schroder,0.3,1.7,11.0,0.9,2.3,2.6,.471
1.3,2.4,.537,0.9,2.8,.338,1.0,23,0.1,1.5,2.2,5.2,.430,1.0,1.1,.893,51,1,16.9,Tim Hardaway,0.1,0.9,6.4,0.4,0.5,1.7,.521
2.3,4.3,.529,0.0,0.1,.000,0.8,31,0.3,2.1,2.3,4.3,.523,1.1,1.3,.813,36,2,16.1,Tiago Splitter,1.3,2.0,5.6,0.6,0.7,3.3,.523
1.5,2.9,.523,0.8,2.1,.392,1.0,27,0.2,2.0,2.3,5.0,.468,0.7,0.8,.794,75,0,15.3,Mike Scott,0.7,1.4,6.2,0.3,0.6,2.7,.551
1.9,3.3,.557,0.4,1.5,.258,0.6,30,0.3,2.4,2.2,4.8,.465,1.5,2.1,.711,21,0,14.0,Kris Humphries,1.0,2.1,6.4,0.5,0.7,3.4,.505
0.5,0.9,.516,0.3,1.4,.245,1.1,24,0.1,1.3,0.8,2.3,.350,0.5,0.6,.727,35,0,11.3,Lamar Patterson,0.1,1.3,2.4,0.3,0.7,1.4,.425
0.5,1.1,.500,0.4,1.7,.222,0.4,26,0.2,0.9,0.9,2.8,.329,0.2,0.4,.500,26,1,10.1,Justin Holiday,0.2,0.8,2.4,0.5,0.5,1.0,.397
1.1,1.9,.566,0.2,0.7,.308,0.6,24,0.5,1.3,1.3,2.5,.500,0.5,0.7,.795,60,0,9.4,Mike Muscala,0.6,1.2,3.3,0.2,0.5,2.0,.539
1.5,2.8,.529,0.2,1.1,.148,1.6,25,0.0,0.8,1.7,4.0,.421,0.4,0.5,.750,24,0,7.5,Shelvin Mack,0.1,0.3,3.9,0.3,0.6,0.9,.442
0.1,0.5,.200,0.1,0.5,.167,1.3,35,0.1,1.0,0.2,1.0,.182,0.0,0.0,,11,0,6.9,Kirk Hinrich,0.1,0.1,0.5,0.2,0.3,1.1,.227
1.0,1.7,.579,0.0,0.0,,0.3,23,0.5,1.3,1.0,1.7,.579,0.3,0.7,.375,11,0,6.6,Edy Tavares,0.6,0.7,2.3,0.1,0.5,1.9,.579
2.8,6.6,.427,1.5,4.0,.371,4.1,34,0.0,3.3,4.3,10.7,.406,1.6,1.9,.852,57,57,33.9,Joe Johnson,0.6,1.8,11.8,0.7,2.0,3.9,.476
8.1,15.7,.515,0.0,0.2,.143,2.0,27,1.7,5.1,8.1,15.8,.511,4.3,5.5,.787,73,73,33.7,Brook Lopez,2.8,2.9,20.6,0.8,2.4,7.8,.512
6.7,12.8,.523,0.1,0.4,.233,1.8,27,0.5,6.6,6.8,13.2,.514,1.4,2.2,.644,73,73,33.0,Thaddeus Young,2.4,2.5,15.1,1.5,1.9,9.0,.518
3.4,8.0,.426,1.0,3.2,.304,7.4,32,0.2,4.0,4.4,11.2,.391,3.1,3.5,.893,32,32,32.1,Jarrett Jack,0.3,2.4,12.8,1.1,2.9,4.3,.434
2.5,5.2,.474,1.6,4.3,.382,1.3,26,0.1,2.8,4.1,9.5,.433,1.4,1.7,.833,79,39,26.8,Bojan Bogdanovic,0.5,1.5,11.2,0.4,1.5,3.2,.519
3.5,6.6,.526,1.5,4.2,.361,1.1,26,0.1,1.7,5.0,10.8,.462,2.3,2.6,.898,23,0,23.2,Sean Kilpatrick,0.4,1.3,13.8,0.4,1.2,2.2,.532
2.3,5.1,.464,0.5,1.4,.361,4.4,23,0.2,1.9,2.8,6.4,.442,1.1,1.4,.776,78,17,22.4,Shane Larkin,0.4,1.6,7.3,1.2,1.9,2.3,.481
1.9,4.1,.462,0.6,1.6,.384,4.4,28,0.1,2.6,2.5,5.7,.440,1.3,1.7,.750,61,33,21.6,Donald Sloan,0.3,1.2,7.0,0.5,1.3,2.8,.494
1.6,3.9,.416,1.3,3.5,.358,1.1,28,0.1,2.0,2.9,7.4,.389,0.7,0.8,.857,76,41,21.3,Wayne Ellington,0.3,1.1,7.7,0.6,0.6,2.3,.474
2.0,4.3,.476,0.1,0.5,.286,1.5,21,0.6,4.0,2.2,4.8,.457,1.3,1.8,.712,29,17,21.2,Rondae Hollis-Jefferson,1.3,2.1,5.8,1.3,0.9,5.3,.471
2.4,5.5,.429,0.0,0.0,,0.6,25,1.0,3.6,2.4,5.5,.429,1.8,2.1,.833,14,4,18.8,Henry Sims,1.5,2.6,6.5,0.6,0.9,5.1,.429
1.4,3.2,.443,0.6,2.0,.314,1.5,24,0.2,1.6,2.0,5.2,.394,1.1,1.5,.755,62,6,15.8,Markel Brown,0.4,1.5,5.9,0.6,0.9,2.0,.453
1.3,3.1,.413,0.5,1.4,.382,0.4,20,0.5,1.8,1.8,4.5,.404,0.5,1.0,.478,24,4,15.1,Chris McCullough,1.0,1.6,4.7,1.2,0.6,2.8,.463
2.7,5.7,.471,0.1,0.3,.188,0.4,30,0.2,1.5,2.8,6.1,.455,1.0,1.2,.825,46,0,13.8,Andrea Bargnani,0.6,1.3,6.6,0.1,0.6,2.1,.461
1.8,4.1,.448,0.0,0.0,.000,0.6,24,0.5,3.1,1.8,4.1,.447,0.7,1.5,.431,71,7,12.9,Thomas Robinson,1.9,1.6,4.3,0.5,1.0,5.1,.447
1.9,3.4,.571,0.0,0.0,,0.3,25,0.8,1.9,1.9,3.4,.571,0.8,1.4,.545,39,2,10.9,Willie Reed,1.3,1.2,4.7,0.2,0.4,3.1,.571
0.5,0.9,.514,0.3,0.9,.297,0.9,22,0.1,1.3,0.8,1.9,.405,0.7,0.7,.929,40,5,10.0,Sergey Karasev,0.2,0.7,2.4,0.2,0.6,1.5,.480
4.1,8.1,.505,1.9,5.4,.361,2.1,25,0.3,2.3,6.0,13.4,.447,1.3,1.6,.780,76,72,33.4,Avery Bradley,0.6,2.2,15.2,1.5,1.4,2.9,.520
5.2,11.2,.462,2.0,5.7,.359,6.2,26,0.1,2.4,7.2,16.9,.428,5.8,6.6,.871,82,79,32.2,Isaiah Thomas,0.6,2.0,22.2,1.1,2.7,3.0,.488
3.3,6.2,.529,1.7,5.0,.336,1.8,25,0.5,4.2,4.9,11.1,.443,2.7,3.3,.820,73,73,31.6,Jae Crowder,1.0,2.7,14.2,1.7,1.1,5.1,.518
4.0,8.3,.482,0.2,1.0,.241,4.4,27,0.3,4.3,4.2,9.3,.456,1.8,2.2,.827,81,12,28.0,Evan Turner,0.6,1.7,10.5,1.0,2.1,4.9,.469
2.0,4.7,.427,1.0,4.0,.253,3.0,21,0.3,2.9,3.0,8.7,.348,2.1,2.7,.777,61,10,27.3,Marcus Smart,1.2,3.0,9.1,1.5,1.3,4.2,.405
4.0,8.7,.458,0.4,1.3,.282,2.3,23,0.6,5.9,4.3,10.0,.435,1.3,2.0,.640,81,73,23.6,Jared Sullinger,2.4,2.6,10.3,0.9,1.3,8.3,.453
3.0,4.8,.624,0.1,0.5,.233,1.7,28,1.1,4.1,3.2,5.4,.585,0.9,1.5,.570,79,76,22.8,Amir Johnson,2.3,2.7,7.3,0.7,1.2,6.4,.596
2.4,5.0,.486,1.2,3.0,.405,1.5,24,0.5,3.0,3.7,8.1,.455,1.4,1.9,.750,69,8,20.2,Kelly Olynyk,1.0,2.4,10.0,0.8,1.1,4.1,.531
2.9,6.4,.455,0.0,0.0,.000,1.8,32,0.4,3.0,2.9,6.4,.453,1.3,1.7,.784,30,4,15.7,David Lee,1.4,1.7,7.1,0.4,1.3,4.3,.453
1.0,2.3,.421,0.6,1.4,.398,0.8,28,0.3,2.7,1.5,3.7,.413,0.8,1.0,.782,78,0,15.1,Jonas Jerebko,1.0,1.8,4.4,0.3,0.7,3.7,.488
2.3,4.8,.476,0.0,0.0,,0.5,26,0.4,1.9,2.3,4.8,.476,1.5,1.8,.815,60,3,11.8,Tyler Zeller,1.0,1.6,6.1,0.2,0.8,3.0,.476
0.5,1.0,.486,0.5,1.8,.302,0.4,22,0.1,1.0,1.0,2.7,.367,0.2,0.2,.857,36,0,8.8,R.J. Hunter,0.1,0.8,2.7,0.4,0.3,1.0,.464
0.6,2.0,.291,0.2,0.7,.222,0.9,21,0.0,1.0,0.7,2.7,.274,0.2,0.3,.800,39,0,8.0,Terry Rozier,0.6,0.6,1.8,0.2,0.5,1.6,.302
0.2,0.3,.500,0.2,0.9,.231,0.3,20,0.0,0.8,0.4,1.2,.306,0.0,0.1,.250,29,0,6.9,James Young,0.1,0.6,1.0,0.2,0.2,0.9,.389
0.5,1.4,.364,0.0,0.0,,0.1,21,0.7,0.4,0.5,1.4,.364,0.3,0.6,.500,16,0,3.6,Jordan Mickey,0.4,0.3,1.3,0.0,0.1,0.8,.364
0.0,0.7,.000,0.7,0.7,1.000,0.0,23,0.0,0.3,0.7,1.3,.500,0.0,0.0,,3,0,2.0,Coty Clarke,0.0,0.0,2.0,0.0,0.3,0.3,.750
4.8,10.4,.459,2.2,6.0,.371,5.2,25,0.5,3.7,7.0,16.4,.427,4.6,5.4,.847,81,81,35.6,Kemba Walker,0.7,1.4,20.9,1.6,2.1,4.4,.495
3.3,6.8,.492,2.0,5.7,.348,5.8,27,0.6,5.3,5.3,12.5,.426,2.3,2.7,.849,70,70,35.0,Nicolas Batum,0.8,1.6,14.9,0.9,2.9,6.1,.506
2.4,5.0,.475,1.1,2.8,.392,2.1,30,0.4,2.8,3.5,7.9,.445,0.8,0.9,.885,28,28,30.2,Courtney Lee,0.4,2.0,8.9,1.2,0.8,3.1,.516
4.3,7.7,.556,0.4,1.0,.429,1.3,22,0.4,4.7,4.7,8.7,.541,2.9,4.1,.690,7,7,29.3,Michael Kidd-Gilchrist,1.7,1.3,12.7,0.4,1.1,6.4,.566
2.3,4.6,.504,1.9,4.7,.402,1.4,29,1.0,4.9,4.2,9.2,.452,1.5,1.8,.833,81,81,28.9,Marvin Williams,1.6,1.6,11.7,0.7,0.8,6.4,.554
2.9,6.4,.446,1.0,2.9,.336,3.0,27,0.5,2.7,3.8,9.3,.412,3.1,3.7,.815,78,13,26.3,Jeremy Lin,0.5,2.1,11.7,0.7,1.9,3.2,.464
3.2,5.8,.539,0.0,0.1,.100,1.0,23,0.9,4.3,3.2,6.0,.529,2.4,3.2,.754,73,60,24.3,Cody Zeller,1.9,2.8,8.7,0.8,0.9,6.2,.530
5.2,10.7,.485,0.0,0.0,,1.5,31,0.9,5.2,5.2,10.7,.485,1.5,2.4,.649,47,18,23.3,Al Jefferson,1.2,2.5,12.0,0.6,0.7,6.4,.485
1.8,4.0,.455,0.8,2.5,.337,1.2,22,0.5,3.3,2.7,6.5,.410,1.3,1.8,.730,81,3,21.1,Frank Kaminsky,0.9,1.6,7.5,0.5,0.7,4.1,.474
0.9,2.2,.433,1.1,3.6,.314,0.6,23,0.1,2.3,2.1,5.8,.359,0.7,0.9,.810,48,43,19.5,P.J. Hairston,0.4,2.2,6.0,0.5,0.5,2.7,.457
2.6,5.0,.529,0.8,2.7,.309,1.2,23,0.5,3.2,3.5,7.7,.451,1.0,1.3,.727,66,0,18.6,Jeremy Lamb,0.7,1.6,8.8,0.6,0.8,3.8,.506
1.5,3.6,.422,0.7,1.8,.373,1.9,27,0.5,3.4,2.2,5.4,.405,0.9,1.1,.831,57,6,18.2,Spencer Hawes,0.9,1.9,6.0,0.4,1.0,4.3,.467
1.4,2.9,.477,0.3,0.9,.333,1.3,30,0.0,0.8,1.7,3.8,.443,1.1,1.2,.919,30,0,11.1,Brian Roberts,0.1,0.8,4.8,0.2,0.5,1.0,.483
0.7,1.5,.462,1.4,2.8,.484,0.5,24,0.1,1.2,2.1,4.3,.476,0.1,0.2,.556,43,0,11.1,Troy Daniels,0.2,0.9,5.6,0.3,0.6,1.3,.634
0.7,1.5,.441,0.0,0.1,.667,0.2,30,0.2,1.1,0.7,1.6,.451,0.9,1.5,.585,44,0,7.8,Tyler Hansbrough,0.9,1.3,2.4,0.3,0.3,2.0,.465
0.5,0.8,.667,0.0,0.2,.000,1.4,27,0.0,0.6,0.5,0.9,.545,0.8,0.9,.909,12,0,5.3,Jorge Gutierrez,0.0,0.3,1.8,0.3,0.5,0.6,.545
0.1,0.4,.222,0.1,0.5,.300,0.1,21,0.0,0.5,0.2,0.9,.263,0.2,0.6,.417,21,0,4.4,Aaron Harrison,0.2,0.5,0.9,0.3,0.2,0.7,.342
6.1,12.4,.489,1.0,3.1,.312,4.8,26,0.6,4.2,7.0,15.4,.454,5.9,7.1,.832,67,67,36.9,Jimmy Butler,1.2,1.9,20.9,1.6,2.0,5.3,.485
6.2,12.9,.478,0.3,1.0,.348,4.1,35,2.0,8.9,6.5,13.8,.469,3.2,4.0,.792,72,72,31.8,Pau Gasol,2.2,2.1,16.5,0.6,2.3,11.0,.481
6.1,13.6,.449,0.7,2.3,.293,4.7,27,0.2,2.7,6.8,15.9,.427,2.2,2.7,.793,66,66,31.8,Derrick Rose,0.7,1.3,16.4,0.7,2.7,3.4,.448
3.6,6.8,.529,0.0,0.0,.000,1.5,30,1.1,4.1,3.6,6.8,.526,1.4,2.0,.692,73,55,26.5,Taj Gibson,2.8,2.5,8.6,0.6,1.1,6.9,.526
1.7,4.0,.430,2.0,5.2,.390,1.5,24,0.7,4.6,3.8,9.2,.407,2.2,2.7,.807,66,38,24.9,Nikola Mirotic,0.9,2.3,11.8,0.9,1.5,5.5,.518
2.2,4.8,.470,1.4,3.2,.425,0.7,24,0.1,2.0,3.6,8.0,.452,0.9,1.0,.857,81,4,23.0,Doug McDermott,0.5,1.6,9.4,0.2,0.7,2.4,.537
1.2,2.9,.427,1.3,3.2,.394,1.3,35,0.3,2.4,2.5,6.1,.410,0.9,1.2,.784,31,30,22.7,Mike Dunleavy,0.3,2.1,7.2,0.5,0.8,2.7,.513
1.8,4.6,.386,0.0,0.0,.000,3.8,30,1.0,5.8,1.8,4.6,.383,0.8,1.6,.489,29,2,21.9,Joakim Noah,3.0,2.7,4.3,0.6,1.8,8.8,.383
