2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
6.1,12.6,.487,1.6,4.4,.356,6.5,24,0.4,2.9,7.7,17.0,.453,3.2,4.0,.791,82,82,40.7,Joe Johnson,1.2,2.3,20.2,1.3,3.3,4.1,.499
6.4,13.5,.471,0.9,2.5,.346,3.1,25,0.2,5.1,7.3,16.1,.452,3.2,4.6,.694,76,76,36.6,Al Harrington,1.7,4.0,18.6,1.1,2.6,6.9,.479
3.7,8.3,.444,0.4,1.4,.309,2.4,20,2.6,4.4,4.1,9.7,.425,2.6,3.7,.719,80,73,32.0,Josh Smith,2.2,3.3,11.3,0.8,2.0,6.6,.447
3.9,8.7,.452,0.0,0.0,.000,1.7,21,0.5,4.5,3.9,8.7,.451,3.8,5.2,.735,78,78,31.4,Zaza Pachulia,3.4,3.7,11.7,1.1,2.3,7.9,.451
3.3,5.9,.560,0.4,0.9,.492,1.8,22,0.5,3.4,3.8,6.8,.552,2.1,2.7,.766,74,10,30.4,Josh Childress,1.8,2.5,10.0,1.2,1.4,5.2,.583
2.8,6.1,.464,0.2,0.7,.245,0.8,19,0.3,3.3,3.0,6.7,.443,2.4,3.2,.747,79,7,24.7,Marvin Williams,1.5,2.9,8.5,0.6,1.1,4.8,.455
2.6,5.7,.460,1.1,2.5,.457,3.1,28,0.1,1.4,3.8,8.2,.459,2.3,2.7,.855,51,10,24.2,Tyronn Lue,0.3,2.2,11.0,0.5,1.5,1.6,.529
2.0,4.5,.442,1.3,3.5,.380,1.2,23,0.0,1.7,3.3,8.1,.415,1.6,1.8,.900,61,1,20.3,Salim Stoudamire,0.2,1.9,9.7,0.4,1.3,1.9,.498
1.5,3.5,.441,0.1,0.1,.400,1.0,24,0.1,0.9,1.6,3.6,.439,0.3,0.5,.727,73,66,13.4,Royal Ivey,0.4,2.0,3.6,0.3,0.3,1.3,.447
1.2,1.9,.609,0.4,1.3,.333,0.8,26,0.0,1.3,1.6,3.2,.500,0.8,1.2,.643,12,0,9.0,Anthony Grundy,0.1,1.2,4.3,0.6,0.8,1.4,.566
0.6,1.4,.430,0.0,0.0,.000,0.1,22,0.2,1.5,0.6,1.4,.425,0.6,0.9,.623,57,3,8.7,Esteban Batista,1.1,1.9,1.8,0.3,0.7,2.5,.425
0.8,1.6,.484,0.0,0.0,,0.1,24,0.4,0.8,0.8,1.6,.484,0.2,0.3,.727,40,4,7.4,John Edwards,0.5,1.9,1.8,0.1,0.3,1.2,.484
0.0,1.0,.000,0.0,0.0,,0.0,32,0.0,1.0,0.0,1.0,.000,2.0,2.0,1.000,1,0,7.0,Tony Delk,1.0,0.0,2.0,0.0,0.0,2.0,.000
0.3,0.6,.429,0.0,0.0,,0.1,30,0.0,0.6,0.3,0.6,.429,0.3,0.4,.750,11,0,6.0,John Thomas,0.3,0.9,0.8,0.2,0.4,0.9,.429
0.6,1.0,.565,0.1,0.2,.500,0.4,22,0.0,0.5,0.7,1.2,.556,0.3,0.5,.500,23,0,5.5,Donta Smith,0.1,0.9,1.7,0.3,0.2,0.6,.593
5.6,10.5,.532,0.8,2.4,.319,3.8,25,0.2,5.6,6.3,12.9,.493,6.0,7.4,.812,78,78,39.2,Richard Jefferson,1.2,2.5,19.5,0.8,2.2,6.8,.522
2.8,6.4,.445,1.7,4.9,.352,8.4,32,0.4,6.2,4.6,11.3,.404,2.4,3.1,.795,80,80,37.2,Jason Kidd,1.1,2.0,13.3,1.9,2.4,7.3,.481
6.7,14.6,.459,1.6,4.6,.341,4.3,29,0.7,4.1,8.3,19.2,.430,6.1,7.6,.799,79,79,36.8,Vince Carter,1.7,3.0,24.2,1.2,2.7,5.8,.471
5.6,11.0,.509,0.0,0.1,.250,1.1,22,0.8,4.1,5.6,11.0,.507,2.3,3.3,.698,80,80,30.9,Nenad Krstic,2.3,3.7,13.5,0.4,1.7,6.4,.508
1.4,3.5,.404,0.0,0.2,.250,1.0,27,0.6,3.5,1.5,3.7,.397,0.6,1.2,.512,71,70,26.7,Jason Collins,1.3,3.5,3.6,0.6,0.9,4.8,.403
2.0,4.2,.470,0.8,2.2,.343,1.1,39,0.5,2.7,2.7,6.4,.427,0.7,1.0,.658,80,13,23.3,Clifford Robinson,0.7,2.6,6.9,0.6,0.8,3.3,.485
0.5,3.0,.167,0.0,0.0,,0.0,30,0.5,1.5,0.5,3.0,.167,0.0,0.0,,2,0,18.0,John Thomas,3.5,2.0,1.0,0.5,1.0,5.0,.167
2.1,4.5,.472,0.1,0.6,.188,1.9,31,0.1,1.4,2.3,5.1,.441,0.7,1.0,.690,28,1,17.4,Jeff McInnis,0.4,1.3,5.3,0.4,1.0,1.8,.451
1.0,1.5,.667,0.0,0.0,,3.5,24,0.0,1.5,1.0,1.5,.667,0.0,0.0,,2,0,16.0,Derrick Zimmerman,0.5,2.0,2.0,0.0,2.0,2.0,.667
1.3,3.0,.444,0.0,0.1,.167,1.5,30,0.0,0.9,1.3,3.1,.437,0.7,1.0,.728,80,6,15.4,Jacque Vaughn,0.2,1.8,3.4,0.5,0.7,1.1,.439
1.8,4.0,.446,0.0,0.0,,0.6,31,0.2,1.6,1.8,4.0,.446,1.0,1.3,.792,37,0,11.7,Marc Jackson,0.8,1.9,4.6,0.1,0.8,2.4,.446
0.5,1.3,.363,0.7,2.0,.347,0.7,29,0.2,1.8,1.1,3.2,.353,0.4,0.5,.794,62,1,11.6,Scott Padgett,0.9,1.5,3.4,0.5,0.3,2.7,.458
0.9,2.3,.417,0.2,1.0,.232,0.9,23,0.1,1.1,1.2,3.3,.361,0.8,1.2,.697,56,1,10.6,Zoran Planinic,0.3,1.6,3.4,0.4,0.8,1.3,.396
0.8,1.8,.437,0.5,1.4,.346,0.2,32,0.1,1.8,1.3,3.2,.398,0.4,0.7,.625,57,1,10.1,Lamond Murray,0.5,1.2,3.4,0.3,0.4,2.3,.472
0.7,1.7,.424,0.0,0.4,.067,0.3,21,0.1,0.6,0.7,2.1,.358,0.3,0.6,.500,39,0,9.5,Antoine Wright,0.2,1.1,1.8,0.1,0.5,0.8,.364
0.9,1.6,.556,0.2,1.3,.143,0.5,25,0.0,0.6,1.1,2.9,.375,0.5,0.7,.625,11,0,8.8,Bostjan Nachbar,0.4,1.2,2.8,0.3,0.4,1.0,.406
0.6,1.1,.500,0.0,0.0,,0.2,25,0.0,0.8,0.6,1.1,.500,0.1,0.4,.250,9,0,3.9,Linton Johnson,0.0,0.8,1.2,0.2,0.4,0.8,.500
6.9,13.9,.495,1.0,3.0,.320,5.3,26,0.2,3.5,7.8,16.9,.464,3.1,3.9,.787,42,42,41.6,Ricky Davis,1.0,2.2,19.7,1.2,2.7,4.5,.492
7.3,14.5,.503,1.4,4.0,.354,4.7,28,0.4,5.7,8.7,18.5,.471,7.9,10.3,.772,79,79,39.0,Paul Pierce,1.0,2.8,26.8,1.4,3.5,6.7,.509
