2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
0.7,1.8,.418,1.0,2.9,.330,2.0,33,0.1,2.1,1.7,4.7,.363,0.8,0.9,.857,69,40,18.6,Randy Foye,0.1,1.4,5.2,0.5,1.2,2.2,.466
1.9,3.1,.598,0.9,2.8,.306,0.9,26,0.7,3.0,2.7,5.9,.459,0.6,0.8,.750,64,7,18.4,Justin Hamilton,1.1,1.4,6.9,0.5,0.7,4.1,.532
0.9,2.2,.414,1.1,2.6,.434,0.6,26,0.5,2.8,2.0,4.8,.425,1.3,1.8,.754,32,1,15.9,Quincy Acy,0.6,1.8,6.5,0.4,0.6,3.3,.542
2.5,4.0,.625,0.3,1.1,.308,1.9,22,0.3,1.8,2.8,5.1,.557,1.9,2.7,.719,12,0,15.3,Archie Goodwin,0.6,0.6,7.9,0.3,1.2,2.3,.590
1.0,2.2,.455,0.8,2.7,.296,1.7,23,0.2,0.8,1.8,4.9,.367,1.0,1.6,.625,10,0,15.1,Yogi Ferrell,0.4,1.1,5.4,0.2,1.4,1.2,.449
1.8,3.1,.565,0.6,2.0,.282,0.5,23,0.5,2.2,2.3,5.1,.455,1.2,1.4,.821,20,0,14.7,K.J. McDaniels,0.5,1.3,6.3,0.6,1.0,2.6,.510
0.3,1.7,.200,0.3,1.0,.333,1.7,30,0.3,0.7,0.7,2.7,.250,0.7,1.0,.667,3,0,13.0,Greivis Vasquez,0.0,2.0,2.3,0.3,0.3,0.7,.313
1.5,2.8,.535,0.5,1.4,.340,1.0,36,0.1,2.4,2.0,4.2,.470,0.7,1.0,.676,36,1,12.8,Luis Scola,1.4,1.8,5.1,0.4,0.9,3.9,.526
1.1,1.9,.568,0.6,2.1,.271,0.5,23,0.1,2.3,1.7,4.0,.413,1.1,1.6,.722,23,1,11.5,Anthony Bennett,1.1,0.8,5.0,0.2,0.5,3.4,.484
1.1,2.3,.478,0.2,1.1,.182,0.3,27,0.0,2.3,1.3,3.4,.382,0.2,0.2,1.000,10,0,11.1,Andrew Nicholson,0.4,1.8,3.0,0.5,0.6,2.7,.412
1.1,1.8,.600,0.1,0.4,.167,0.1,21,0.1,0.6,1.1,2.2,.516,0.1,0.2,.667,14,0,5.1,Chris McCullough,0.6,0.5,2.5,0.1,0.1,1.2,.532
5.8,10.9,.528,3.2,8.5,.379,5.9,27,0.2,2.1,9.0,19.4,.463,7.8,8.5,.909,76,76,33.8,Isaiah Thomas,0.6,2.2,28.9,0.9,2.8,2.7,.546
4.6,9.1,.504,2.0,5.0,.390,2.2,26,0.2,4.9,6.5,14.1,.463,1.2,1.7,.731,55,55,33.4,Avery Bradley,1.2,2.6,16.3,1.2,1.6,6.1,.533
2.4,4.5,.540,2.2,5.5,.398,2.2,26,0.3,5.1,4.6,10.0,.463,2.4,3.0,.811,72,72,32.4,Jae Crowder,0.7,2.2,13.9,1.0,1.1,5.8,.572
4.3,8.2,.524,1.3,3.6,.355,5.0,30,1.3,5.4,5.6,11.8,.473,1.6,2.0,.800,68,68,32.3,Al Horford,1.4,2.0,14.0,0.8,1.7,6.8,.527
2.2,5.3,.420,1.2,4.2,.283,4.6,22,0.4,2.9,3.4,9.5,.359,2.6,3.2,.812,79,24,30.4,Marcus Smart,1.0,2.4,10.6,1.6,2.0,3.9,.422
2.6,4.2,.608,0.9,2.6,.354,2.0,25,0.4,3.8,3.5,6.8,.512,1.2,1.6,.732,75,6,20.5,Kelly Olynyk,1.0,2.8,9.0,0.6,1.3,4.8,.579
2.3,3.8,.612,0.3,0.8,.409,1.8,29,0.8,3.1,2.7,4.6,.576,0.8,1.3,.670,80,77,20.1,Amir Johnson,1.5,2.6,6.5,0.6,1.0,4.6,.612
1.9,3.7,.507,0.6,1.7,.341,0.8,20,0.2,2.2,2.5,5.4,.454,1.1,1.6,.685,78,20,17.2,Jaylen Brown,0.6,1.8,6.6,0.4,0.9,2.8,.508
1.3,3.1,.405,0.8,2.4,.318,1.8,22,0.1,2.5,2.0,5.6,.367,0.7,0.9,.773,74,0,17.1,Terry Rozier,0.5,0.9,5.5,0.6,0.6,3.1,.437
0.9,1.7,.523,0.6,1.7,.346,0.9,29,0.2,2.7,1.5,3.4,.435,0.3,0.5,.703,78,6,15.8,Jonas Jerebko,0.8,1.6,3.8,0.3,0.5,3.5,.521
1.2,2.6,.463,0.8,2.4,.351,0.7,31,0.1,1.4,2.0,4.9,.409,0.7,0.9,.805,47,0,11.4,Gerald Green,0.3,1.0,5.6,0.2,0.5,1.8,.494
1.5,3.1,.497,0.0,0.0,.000,0.8,27,0.4,1.6,1.5,3.1,.494,0.4,0.8,.564,51,5,10.3,Tyler Zeller,0.8,1.2,3.5,0.1,0.4,2.4,.494
0.4,0.8,.565,0.4,1.2,.343,0.1,21,0.1,0.7,0.9,2.0,.431,0.2,0.3,.667,29,0,7.6,James Young,0.2,0.5,2.3,0.3,0.1,0.9,.534
0.6,1.3,.455,0.0,0.0,.000,0.3,22,0.2,0.8,0.6,1.4,.441,0.3,0.6,.571,25,1,5.6,Jordan Mickey,0.5,0.5,1.5,0.1,0.4,1.4,.441
0.4,0.6,.667,0.2,0.2,1.000,0.6,22,0.0,0.4,0.6,0.8,.750,0.6,1.2,.500,5,0,3.4,Demetrius Jackson,0.4,0.0,2.0,0.0,0.0,0.8,.875
5.1,10.7,.476,3.0,7.6,.399,5.5,26,0.3,3.3,8.1,18.3,.444,3.8,4.5,.847,79,79,34.7,Kemba Walker,0.6,1.5,23.2,1.1,2.1,3.9,.527
3.4,7.4,.453,1.8,5.3,.333,5.9,28,0.4,5.6,5.1,12.7,.403,3.2,3.7,.856,77,77,34.0,Nicolas Batum,0.6,1.4,15.1,1.1,2.5,6.2,.472
2.3,4.6,.494,1.6,4.7,.350,1.4,30,0.7,5.4,3.9,9.3,.422,1.7,2.0,.873,76,76,30.2,Marvin Williams,1.2,1.8,11.2,0.8,0.8,6.6,.510
3.6,7.5,.483,0.0,0.1,.111,1.4,23,1.0,5.0,3.6,7.6,.477,1.9,2.4,.784,81,81,29.0,Michael Kidd-Gilchrist,1.9,2.3,9.2,1.0,0.7,7.0,.478
4.1,7.1,.572,0.0,0.0,.000,1.6,24,0.9,4.4,4.1,7.1,.571,2.1,3.2,.679,62,58,27.8,Cody Zeller,2.2,3.0,10.3,1.0,1.0,6.5,.571
2.7,6.0,.455,1.5,4.7,.328,2.2,23,0.5,3.7,4.3,10.7,.399,1.6,2.1,.756,75,16,26.1,Frank Kaminsky,0.8,1.9,11.7,0.6,1.0,4.5,.471
2.2,4.5,.488,1.4,3.8,.360,2.0,30,0.1,2.2,3.6,8.3,.429,2.0,2.3,.893,74,0,24.0,Marco Belinelli,0.2,1.2,10.5,0.6,0.9,2.4,.512
3.0,5.6,.536,0.7,2.4,.281,1.2,24,0.4,3.8,3.6,7.9,.460,1.8,2.1,.853,62,5,18.4,Jeremy Lamb,0.5,1.6,9.7,0.4,0.6,4.3,.502
2.5,4.7,.540,0.5,1.6,.291,1.8,28,0.7,3.3,3.0,6.2,.477,0.9,1.0,.882,35,1,17.9,Spencer Hawes,0.9,1.7,7.3,0.4,1.1,4.2,.514
1.6,4.0,.393,0.4,1.2,.339,2.6,30,0.1,1.2,2.0,5.3,.380,1.8,2.4,.771,50,1,16.2,Ramon Sessions,0.2,0.9,6.2,0.5,0.9,1.5,.420
1.9,3.4,.542,0.0,0.0,,0.5,30,1.0,2.3,1.9,3.4,.542,1.5,1.8,.813,42,13,16.0,Roy Hibbert,1.3,2.3,5.2,0.2,0.7,3.6,.542
1.1,1.8,.583,0.0,0.0,,0.2,28,0.3,2.1,1.1,1.8,.583,0.2,0.3,.750,13,0,13.4,Miles Plumlee,1.2,1.9,2.4,0.5,0.6,3.2,.583
0.5,2.0,.250,0.0,0.0,,0.5,22,0.0,0.5,0.5,2.0,.250,0.0,0.0,,2,0,12.5,Mike Tobey,1.0,1.0,1.0,0.0,0.5,1.5,.250
1.5,3.0,.487,0.1,0.5,.143,1.2,24,0.0,1.1,1.5,3.5,.435,0.7,1.0,.692,13,0,12.2,Briante Weber,0.6,0.9,3.8,0.7,0.4,1.7,.446
0.7,1.9,.372,0.4,1.1,.386,1.3,31,0.0,0.8,1.1,3.0,.377,0.8,1.0,.846,41,2,10.1,Brian Roberts,0.1,0.4,3.5,0.2,0.6,1.0,.447
1.8,3.0,.583,0.3,0.8,.333,1.0,23,0.0,1.0,2.0,3.8,.533,0.3,0.5,.500,4,0,8.5,Johnny O'Bryant,1.0,1.5,4.5,0.0,0.8,2.0,.567
0.9,1.4,.667,0.0,0.4,.000,0.2,21,0.5,1.2,0.9,1.8,.522,0.8,1.2,.733,13,0,8.2,Christian Wood,1.1,0.8,2.7,0.2,0.5,2.2,.522
0.4,0.9,.400,0.3,0.6,.600,0.2,23,0.0,0.6,0.7,1.5,.475,0.4,0.6,.667,27,1,7.0,Treveon Graham,0.2,0.7,2.1,0.2,0.1,0.8,.588
0.0,0.4,.000,0.0,0.4,.000,0.6,22,0.0,0.6,0.0,0.8,.000,0.2,0.4,.500,5,0,3.4,Aaron Harrison,0.0,0.4,0.2,0.0,0.0,0.6,.000
6.3,13.2,.477,1.2,3.3,.367,5.5,27,0.4,4.5,7.5,16.5,.455,7.7,8.9,.865,76,75,37.0,Jimmy Butler,1.7,1.5,23.9,1.9,2.1,6.2,.492
6.2,13.5,.456,0.8,2.4,.310,3.8,35,0.7,3.5,6.9,15.9,.434,3.7,4.7,.794,60,59,29.9,Dwyane Wade,1.1,1.9,18.3,1.4,2.3,4.5,.457
4.7,9.5,.494,0.0,0.0,.000,1.0,28,1.4,3.4,4.7,9.6,.493,0.9,1.3,.721,81,81,28.0,Robin Lopez,3.0,1.9,10.4,0.2,1.1,6.4,.493
5.0,9.4,.529,0.0,0.2,.167,1.1,31,0.9,4.8,5.0,9.6,.521,1.5,2.2,.714,55,55,27.3,Taj Gibson,2.2,2.2,11.6,0.5,1.4,6.9,.523
2.6,6.2,.418,0.7,1.9,.376,6.7,30,0.2,4.1,3.3,8.1,.408,0.4,0.7,.600,69,42,26.7,Rajon Rondo,1.1,2.1,7.8,1.4,2.4,5.1,.453
2.5,5.1,.493,1.3,3.4,.373,1.0,25,0.1,2.6,3.8,8.5,.445,1.3,1.5,.881,44,4,24.5,Doug McDermott,0.3,1.3,10.2,0.3,0.7,3.0,.520
1.8,3.5,.520,1.8,5.4,.342,1.1,25,0.8,4.6,3.7,8.9,.413,1.4,1.8,.773,70,15,24.0,Nikola Mirotic,0.9,1.8,10.6,0.8,1.1,5.5,.516
1.3,2.8,.451,0.8,2.3,.333,0.8,22,0.4,2.5,2.0,5.0,.398,0.7,0.9,.775,44,18,19.2,Paul Zipser,0.3,1.8,5.5,0.3,0.9,2.8,.473
2.2,5.4,.401,0.3,1.4,.234,2.5,25,0.5,2.9,2.5,6.8,.366,1.3,1.7,.753,45,19,18.8,Michael Carter-Williams,0.5,2.3,6.6,0.8,1.5,3.4,.391
0.5,1.4,.363,1.3,3.6,.351,1.1,23,0.1,2.5,1.8,5.1,.354,0.2,0.3,.778,57,0,17.1,Denzel Valentine,0.2,1.5,5.1,0.5,0.9,2.6,.481
1.3,2.7,.473,0.8,2.1,.366,1.9,24,0.1,1.5,2.0,4.8,.425,1.0,1.2,.890,63,28,16.3,Jerian Grant,0.3,1.5,5.9,0.7,0.7,1.8,.507
1.9,3.3,.579,0.0,0.0,,0.6,24,0.3,2.8,1.9,3.3,.579,0.9,1.4,.645,66,0,15.8,Cristiano Felicio,1.9,1.7,4.8,0.4,0.5,4.7,.579
2.4,4.4,.541,0.5,1.5,.333,0.5,21,0.2,3.5,2.9,5.9,.488,0.6,0.9,.661,64,13,15.6,Bobby Portis,1.2,1.5,6.8,0.3,0.6,4.6,.531
1.0,2.0,.481,0.6,2.4,.266,0.9,25,0.0,1.1,1.6,4.4,.364,0.8,0.8,.909,39,0,15.2,Isaiah Canaan,0.2,0.9,4.6,0.6,0.5,1.3,.436
0.9,2.6,.345,1.0,3.1,.324,1.4,22,0.0,1.5,1.9,5.7,.333,0.1,0.4,.250,11,0,12.9,Cameron Payne,0.1,1.3,4.9,0.4,1.2,1.5,.421
1.6,3.6,.431,0.3,1.0,.300,1.0,25,0.0,2.4,1.9,4.6,.402,0.5,0.8,.600,20,1,12.1,Joffrey Lauvergne,1.1,0.6,4.5,0.4,0.8,3.4,.435
0.7,1.7,.400,0.7,1.6,.429,0.7,31,0.0,0.1,1.3,3.2,.414,1.2,1.2,1.000,9,0,9.7,Anthony Morrow,0.1,0.4,4.6,0.2,0.0,0.2,.517
0.0,0.0,,0.0,0.3,.000,0.0,23,0.0,0.3,0.0,0.3,.000,0.0,0.0,,3,0,3.0,R.J. Hunter,0.0,0.0,0.0,0.0,0.0,0.3,.000
8.3,13.5,.611,1.7,4.6,.363,8.7,32,0.6,7.3,9.9,18.2,.548,4.8,7.2,.674,74,74,37.8,LeBron James,1.3,1.8,26.4,1.2,4.1,8.6,.594
6.9,13.6,.505,2.5,6.1,.401,5.8,24,0.3,2.5,9.3,19.7,.473,4.1,4.6,.905,72,72,35.1,Kyrie Irving,0.7,2.2,25.2,1.2,2.5,3.2,.535
3.8,8.0,.471,2.4,6.5,.373,1.9,28,0.4,8.6,6.2,14.5,.427,4.3,4.9,.871,60,60,31.4,Kevin Love,2.5,2.1,19.0,0.9,2.0,11.1,.510
3.4,5.6,.604,0.0,0.0,.000,1.0,25,1.1,5.5,3.4,5.6,.600,1.4,2.7,.498,78,78,29.9,Tristan Thompson,3.7,2.3,8.1,0.5,0.8,9.2,.600
0.7,2.1,.329,2.3,6.6,.351,1.5,31,0.3,2.3,3.0,8.7,.346,0.2,0.4,.667,41,35,29.0,J.R. Smith,0.4,1.9,8.6,1.0,0.6,2.8,.479
1.4,3.0,.469,1.2,3.4,.360,1.4,26,0.4,2.4,2.6,6.4,.411,0.9,1.2,.789,76,31,25.5,Iman Shumpert,0.5,2.0,7.5,0.8,1.0,2.9,.507
1.0,2.0,.493,2.8,5.7,.485,1.0,35,0.2,2.6,3.7,7.7,.487,0.4,0.4,.933,35,1,24.5,Kyle Korver,0.2,1.7,10.7,0.3,0.8,2.8,.667
3.0,4.0,.750,0.0,0.0,,1.0,24,6.0,6.0,3.0,4.0,.750,0.0,1.0,.000,1,0,24.0,Edy Tavares,4.0,3.0,6.0,0.0,2.0,10.0,.750
1.2,2.0,.580,0.8,2.4,.333,1.0,36,0.1,2.2,1.9,4.3,.446,1.0,1.4,.741,79,13,20.4,Richard Jefferson,0.4,1.9,5.7,0.3,0.7,2.6,.536
1.9,3.9,.489,0.9,2.2,.415,3.6,32,0.3,1.8,2.8,6.1,.463,0.9,1.0,.840,24,4,20.3,Deron Williams,0.0,1.8,7.5,0.3,1.7,1.9,.537
1.4,2.5,.546,1.9,4.5,.409,0.6,33,0.5,3.4,3.2,7.0,.458,0.9,1.0,.851,74,15,18.9,Channing Frye,0.5,1.9,9.1,0.4,0.7,3.9,.589
1.3,2.2,.600,0.8,2.1,.404,0.6,25,0.1,2.2,2.2,4.3,.505,1.1,1.6,.692,25,0,17.1,Derrick Williams,0.1,1.1,6.2,0.2,0.6,2.3,.603
0.7,1.4,.485,0.9,2.5,.351,0.9,36,0.1,1.8,1.6,3.9,.400,0.6,0.8,.737,23,2,15.9,Mike Dunleavy,0.2,1.4,4.6,0.3,0.6,2.0,.511
0.6,1.5,.385,0.3,0.7,.378,0.9,28,0.2,1.4,0.9,2.2,.382,0.4,0.6,.622,61,19,12.3,DeAndre Liggins,0.3,1.3,2.4,0.7,0.7,1.7,.445
3.0,6.0,.500,0.0,2.0,.000,1.0,36,0.0,1.0,3.0,8.0,.375,3.0,4.0,.750,1,0,12.0,Dahntay Jones,1.0,1.0,9.0,0.0,1.0,2.0,.375
1.1,2.7,.404,0.5,1.4,.353,0.5,25,0.2,0.9,1.6,4.1,.387,0.7,0.9,.794,37,4,10.4,Jordan McRae,0.2,0.8,4.4,0.2,0.4,1.1,.447
0.8,1.6,.474,0.0,0.3,.000,0.4,38,0.6,1.8,0.8,1.8,.409,0.8,1.2,.714,12,0,9.5,Chris Andersen,0.8,1.7,2.3,0.4,0.4,2.6,.409
1.3,3.2,.404,0.2,0.5,.318,1.4,21,0.2,0.9,1.5,3.8,.392,0.8,1.2,.714,42,0,9.2,Kay Felder,0.1,0.9,4.0,0.4,0.7,1.0,.415
0.3,0.5,.500,0.6,1.4,.470,0.3,36,0.2,0.7,0.9,1.9,.478,0.3,0.4,.650,48,2,7.9,James Jones,0.1,0.8,2.8,0.1,0.2,0.8,.647
0.2,0.8,.250,0.0,0.0,,0.0,28,0.2,0.2,0.2,0.8,.250,0.4,0.4,1.000,5,0,2.6,Larry Sanders,0.6,1.0,0.8,0.2,0.4,0.8,.250
0.0,0.0,,0.0,0.0,,0.0,32,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0,1.0,Andrew Bogut,0.0,2.0,0.0,0.0,0.0,0.0,
6.6,13.4,.492,1.0,2.8,.351,1.5,24,0.2,3.8,7.6,16.2,.468,3.1,3.6,.861,79,79,35.5,Harrison Barnes,1.2,1.6,19.2,0.8,1.3,5.0,.498
2.2,5.0,.432,2.4,6.6,.363,2.9,30,0.2,3.3,4.6,11.6,.393,2.0,2.5,.816,73,73,34.2,Wesley Matthews,0.2,2.2,13.5,1.1,1.4,3.5,.496
3.3,6.8,.485,1.6,4.5,.348,6.9,32,0.1,2.2,4.9,11.3,.430,1.7,2.1,.821,40,40,29.3,Deron Williams,0.3,2.4,13.1,0.6,2.5,2.6,.500
2.3,5.4,.418,1.7,4.1,.403,4.3,23,0.2,2.3,3.9,9.6,.412,1.8,2.0,.877,36,29,29.1,Yogi Ferrell,0.4,2.2,11.3,1.1,1.6,2.8,.499
2.9,5.4,.528,2.0,4.6,.425,2.7,26,0.1,2.2,4.8,10.0,.481,1.2,1.4,.850,70,42,29.0,Seth Curry,0.4,1.8,12.8,1.1,1.3,2.6,.578
4.0,8.7,.463,1.5,3.9,.378,1.5,38,0.7,6.1,5.5,12.6,.437,1.8,2.1,.875,54,54,26.4,Dirk Nowitzki,0.4,2.1,14.2,0.6,0.9,6.5,.495
3.0,5.0,.600,0.0,1.0,.000,0.0,28,0.0,4.0,3.0,6.0,.500,2.0,3.0,.667,1,0,25.0,DeAndre Liggins,3.0,3.0,8.0,2.0,0.0,7.0,.500
1.5,3.1,.475,0.0,0.0,.000,1.9,32,1.0,6.2,1.5,3.1,.469,0.1,0.4,.273,26,21,22.4,Andrew Bogut,2.2,3.2,3.0,0.5,1.7,8.4,.469
3.5,6.1,.575,0.0,0.0,,0.9,22,1.1,4.7,3.5,6.1,.575,1.5,2.2,.708,22,12,22.0,Nerlens Noel,2.1,2.5,8.5,1.0,1.0,6.8,.575
2.5,5.6,.456,1.5,4.2,.358,5.5,32,0.0,2.1,4.1,9.8,.414,1.3,1.5,.863,35,6,22.0,J.J. Barea,0.3,0.9,10.9,0.4,1.8,2.4,.491
0.8,1.8,.479,0.7,2.4,.293,0.8,23,0.3,2.1,1.5,4.1,.372,0.6,0.8,.754,81,35,20.3,Dorian Finney-Smith,0.7,1.5,4.3,0.6,0.6,2.7,.456
2.2,3.9,.571,0.3,1.0,.284,0.6,25,0.5,2.8,2.5,4.9,.515,1.4,1.8,.759,77,3,17.3,Dwight Powell,1.2,1.8,6.7,0.8,0.4,4.0,.542
1.2,2.5,.476,0.9,2.7,.328,2.1,33,0.1,1.8,2.1,5.2,.399,1.6,2.0,.829,65,0,16.7,Devin Harris,0.2,1.6,6.7,0.7,0.9,2.0,.484
1.2,2.2,.545,1.0,2.8,.357,2.4,23,0.0,0.6,2.2,5.0,.440,0.0,0.4,.000,5,0,15.4,Quinn Cook,0.0,1.2,5.4,0.2,1.6,0.6,.540
1.5,3.0,.477,0.7,2.4,.303,0.6,23,0.3,2.2,2.2,5.4,.401,1.4,1.7,.795,51,2,13.9,Justin Anderson,0.8,1.3,6.5,0.5,0.8,2.9,.468
1.2,2.9,.400,0.9,2.6,.333,1.5,29,0.0,1.2,2.1,5.6,.368,1.2,1.7,.724,17,0,13.6,Jonathan Gibson,0.1,1.2,6.2,0.5,1.2,1.3,.447
1.4,3.2,.448,0.3,1.0,.333,1.0,23,0.4,1.6,1.8,4.2,.421,0.6,0.8,.714,9,0,12.8,Jarrod Uthoff,0.9,0.9,4.4,0.2,0.3,2.4,.461
1.2,1.8,.649,0.0,0.0,.333,0.2,30,0.8,2.9,1.2,1.9,.642,0.5,0.8,.590,73,11,12.4,Salah Mejri,1.3,2.1,2.9,0.4,0.5,4.2,.646
1.3,3.5,.357,0.4,1.4,.273,2.4,25,0.0,1.0,1.6,4.9,.333,0.8,0.9,.857,8,1,10.5,Pierre Jackson,0.1,0.6,4.4,0.3,0.4,1.1,.372
0.4,0.9,.500,0.5,1.8,.305,0.9,23,0.1,1.3,1.0,2.6,.369,0.3,0.4,.773,54,2,9.6,Nicolas Brussino,0.5,0.8,2.8,0.3,0.5,1.8,.472
0.7,1.7,.400,0.2,1.2,.143,0.0,26,0.0,1.0,0.8,2.8,.294,0.3,0.5,.667,6,0,8.0,Quincy Acy,0.3,1.5,2.2,0.0,0.3,1.3,.324
