2P,2PA,2PCT,3P,3PA,3PCT,AST,Age,BLK,DRB,FG,FGA,FGPCT,FT,FTA,FTPCT,GP,GS,MPG,Name,ORB,PF,PTS,STL,TOV,TRB,eFG
6.0,12.7,.468,1.9,5.2,.360,5.8,27,0.2,3.6,7.8,18.0,.437,3.8,4.6,.826,79,79,39.5,Joe Johnson,0.8,2.2,21.4,1.1,2.5,4.4,.489
5.7,11.0,.514,0.4,1.3,.299,2.4,23,1.6,5.3,6.1,12.3,.492,3.1,5.2,.588,69,69,35.1,Josh Smith,1.9,2.7,15.6,1.4,2.3,7.2,.508
3.4,7.3,.468,2.1,5.4,.390,5.0,30,0.1,3.0,5.5,12.7,.435,1.7,2.2,.789,79,79,34.7,Mike Bibby,0.5,1.8,14.9,1.2,1.6,3.5,.518
3.8,7.7,.493,0.9,2.5,.355,1.3,22,0.6,4.5,4.7,10.2,.458,3.6,4.5,.806,61,59,34.3,Marvin Williams,1.8,2.1,13.9,0.9,1.1,6.3,.502
4.7,8.9,.526,0.0,0.0,.000,2.4,22,1.4,7.1,4.7,8.9,.525,2.2,3.1,.727,67,67,33.5,Al Horford,2.2,2.8,11.5,0.8,1.5,9.3,.525
3.4,6.9,.485,1.1,3.0,.360,2.0,29,0.2,1.8,4.4,9.9,.447,2.2,2.9,.760,80,2,24.7,Ronald Murray,0.3,2.2,12.2,1.1,1.6,2.1,.501
1.4,2.9,.470,1.2,3.1,.395,0.7,30,0.1,1.9,2.6,6.0,.432,0.8,0.9,.822,80,25,23.0,Maurice Evans,1.1,2.0,7.2,0.6,0.5,3.0,.533
2.1,4.1,.502,0.0,0.0,.000,0.7,24,0.3,3.4,2.1,4.2,.497,2.1,3.0,.709,77,26,19.1,Zaza Pachulia,2.2,2.7,6.2,0.5,1.2,5.7,.497
1.0,1.7,.606,0.0,0.0,.500,0.2,24,0.5,1.4,1.1,1.8,.604,0.8,1.2,.716,63,0,10.7,Solomon Jones,0.8,2.0,3.0,0.1,0.4,2.3,.608
0.8,2.0,.391,0.2,0.5,.310,1.6,24,0.1,0.9,0.9,2.5,.374,0.9,1.1,.817,55,1,10.2,Acie Law,0.1,0.8,2.9,0.2,0.5,1.1,.406
